common_name,scientific_name,url,category,depth,distribution,images,size
White-Eyed Moray Eel,Gymnothorax thyrsoideus,https://reefguide.org/whiteeyedmoray.html,Eels,3-30 ft. (1-10 m),"West Pacific, Indonesia, French Polynesia","['https://reefguide.org/pix/thumb2/whiteeyedmoray1.jpg', 'https://reefguide.org/pix/thumb2/whiteeyedmoray2.jpg', 'https://reefguide.org/pix/thumb2/whiteeyedmoray3.jpg', 'https://reefguide.org/pix/thumb2/whiteeyedmoray4.jpg', 'https://reefguide.org/pix/thumb2/whiteeyedmoray5.jpg', 'https://reefguide.org/pix/thumb2/whiteeyedmoray6.jpg']",Up to 2.25 ft. (65 cm)
Fimbriated Moray Eel,Gymnothorax fimbriatus,https://reefguide.org/fimbriatedmoray.html,Eels,20-150 ft. (6-45 m),"Indo-Pacific, Great Barrier Reef, French Polynesia","['https://reefguide.org/pix/thumb2/fimbriatedmoray4.jpg', 'https://reefguide.org/pix/thumb2/fimbriatedmoray1.jpg', 'https://reefguide.org/pix/thumb2/fimbriatedmoray2.jpg', 'https://reefguide.org/pix/thumb2/fimbriatedmoray3.jpg']",Up to 2.75 ft. (80 cm)
Undulated Moray Eel,Gymnothorax undulatus,https://reefguide.org/undulatedeel.html,Eels,3-15 ft. (1-5 m),"Indo-Pacific, Hawaii, Red Sea, Pacific Coast of Costa Rica to Ecuador","['https://reefguide.org/pix/thumb2/undulatedeel3.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel1.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel5.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel2.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel4.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel6.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel7.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel8.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel9.jpg', 'https://reefguide.org/pix/thumb2/undulatedeel10.jpg']",3 to 5 ft. (90 cm to 1.5 m)
Yellow-Headed Moray Eel,Gymnothorax rueppellii,https://reefguide.org/gymnothoraxrueppellii.html,Eels,3-120 ft. (1-37 m),"Indo-Pacific, Red Sea, Hawaii, French Polynesia","['https://reefguide.org/pix/thumb2/gymnothoraxrueppellii1.jpg', 'https://reefguide.org/pix/thumb2/gymnothoraxrueppellii2.jpg', 'https://reefguide.org/pix/thumb2/gymnothoraxrueppellii3.jpg']",Up to 2.75 ft. (80 cm)
Dwarf Moray Eel,Gymnothorax melatremus,https://reefguide.org/dwarfmoray.html,Eels,30-180 ft. (10-55 m),"Indo-Pacific, Hawaii","['https://reefguide.org/pix/thumb2/dwarfmoray1.jpg', 'https://reefguide.org/pix/thumb2/dwarfmoray2.jpg', 'https://reefguide.org/pix/thumb2/dwarfmoray3.jpg']",5 to 8 in. (13 cm to 30 cm)
Stout Moray Eel,Gymnothorax eurostus,https://reefguide.org/stoutmoray.html,Eels,3-70 ft. (1-21 m),"Indo-Pacific, Hawaii","['https://reefguide.org/pix/thumb2/stoutmoray4.jpg', 'https://reefguide.org/pix/thumb2/stoutmoray1.jpg', 'https://reefguide.org/pix/thumb2/stoutmoray2.jpg', 'https://reefguide.org/pix/thumb2/stoutmoray3.jpg', 'https://reefguide.org/pix/thumb2/stoutmoray5.jpg']",1 to 2 ft. (30 cm to 60 cm)
Purplemouth Moray Eel,Gymnothorax vicinus,https://reefguide.org/purplemouthmoray.html,Eels,5-35 ft. (2-12 m),"Caribbean, Bahamas, Bermuda, South Florida, Brazil","['https://reefguide.org/pix/thumb2/purplemouthmoray5.jpg', 'https://reefguide.org/pix/thumb2/purplemouthmoray2.jpg', 'https://reefguide.org/pix/thumb2/purplemouthmoray3.jpg', 'https://reefguide.org/pix/thumb2/purplemouthmoray1.jpg', 'https://reefguide.org/pix/thumb2/purplemouthmoray4.jpg', 'https://reefguide.org/pix/thumb2/purplemouthmoray6.jpg', 'https://reefguide.org/pix/thumb2/purplemouthmoray7.jpg', 'https://reefguide.org/pix/thumb2/purplemouthmoray8.jpg']",1 to 3 ft. (30 to 90 cm)
Whitelip Moray Eel,Gymnothorax chilospilus,https://reefguide.org/gymnothoraxchilospilus.html,Eels,3-150 ft. (1-45 m),Indo-Pacific,"['https://reefguide.org/pix/thumb2/gymnothoraxchilospilus1.jpg', 'https://reefguide.org/pix/thumb2/gymnothoraxchilospilus2.jpg']",Up to 12 in. (30 cm)
Barredfin Moray Eel,Gymnothorax zonipectis,https://reefguide.org/gymnothoraxzonipectis.html,Eels,10-130 ft. (3-40 m),"Indo-Pacific, French Polynesia","['https://reefguide.org/pix/thumb2/gymnothoraxzonipectis1.jpg', 'https://reefguide.org/pix/thumb2/gymnothoraxzonipectis2.jpg']",Up to 19 in. (47 cm)
White-Margined Moray Eel,Gymnothorax albimarginatus,https://reefguide.org/gymnothoraxalbimarginatus.html,Eels,15-80 ft. (5-25 m),"West Pacific, Hawaii, French Polynesia","['https://reefguide.org/pix/thumb2/gymnothoraxalbimarginatus1.jpg', 'https://reefguide.org/pix/thumb2/gymnothoraxalbimarginatus2.jpg']",Up to 3 ft. (90 cm)
Chain Moray Eel,Echidna catenata,https://reefguide.org/chainmoray.html,Eels,0-40 ft. (0-12 m),"Bahamas, Florida, Eastern Caribbean, Bermuda","['https://reefguide.org/pix/thumb2/chainmoray5.jpg', 'https://reefguide.org/pix/thumb2/chainmoray3.jpg', 'https://reefguide.org/pix/thumb2/chainmoray4.jpg', 'https://reefguide.org/pix/thumb2/chainmoray1.jpg', 'https://reefguide.org/pix/thumb2/chainmoray2.jpg']",1 to 2 ft. (30 to 60 cm)
Snowflake Moray Eel,Echidna nebulosa,https://reefguide.org/snowflakemoray.html,Eels,3-60 ft. (1-18 m),"Indo-Pacific, Hawaii, Red Sea, Gulf of California, Pacific Coast of Mexico to Panama","['https://reefguide.org/pix/thumb2/snowflakemoray5.jpg', 'https://reefguide.org/pix/thumb2/snowflakemoray3.jpg', 'https://reefguide.org/pix/thumb2/snowflakemoray2.jpg', 'https://reefguide.org/pix/thumb2/snowflakemoray4.jpg', 'https://reefguide.org/pix/thumb2/snowflakemoray1.jpg', 'https://reefguide.org/pix/thumb2/snowflakemoray6.jpg', 'https://reefguide.org/pix/thumb2/snowflakemoray7.jpg']",1 to 2.5 ft. (30 cm to 70 cm)
Barred Moray Eel,Echidna polyzona,https://reefguide.org/barredmorayeel.html,Eels,6-50 ft. (2-15 m),"Indo-Pacific, Red Sea, Hawaii, French Polynesia",['https://reefguide.org/pix/barredmorayeel1.jpg'],Up to 2 ft. (60 cm)
Indo-Pacific Viper Moray,Enchelynassa canina,https://reefguide.org/vipermoray.html,Eels,6-40 ft. (2-12 m),"Indo-Pacific, Hawaii",['https://reefguide.org/pix/vipermoray1.jpg'],Up to 5 ft. (150 cm)
Chestnut Moray Eel,Enchelycore carychroa,https://reefguide.org/chestnutmoray.html,Eels,4-100 ft. (1-30 m),"Caribbean, Bahamas, Florida",['https://reefguide.org/pix/chestnutmoray1.jpg'],5 to 10 in. (12 to 25 cm)
Viper Moray Eel,Enchelycore nigricans,https://reefguide.org/mulattocongereel.html,Eels,4-100 ft. (1-30 m),"Caribbean, Bahamas, Florida",['https://reefguide.org/pix/mulattocongereel1.jpg'],1 to 2 ft. (30 to 60 cm)
Tiger Snake Moray Eel,Scuticaria tigrina,https://reefguide.org/tigersnakemoray.html,Eels,10-80 ft. (3-25 m),"Indo-Pacific, Hawaii, Gulf of California, Pacific Coast of Mexico to Panama","['https://reefguide.org/pix/thumb2/tigersnakemoray1.jpg', 'https://reefguide.org/pix/thumb2/tigersnakemoray2.jpg']",3 to 4 ft. (90 cm to 1.2 m)
Zebra Moray Eel,Gymnomuraena zebra,https://reefguide.org/zebramoray.html,Eels,3-120 ft. (1-37 m),"Indo-Pacific, Hawaii, Red Sea, Gulf of California, Pacific Coast of Mexico to Panama","['https://reefguide.org/pix/thumb2/zebramoray4.jpg', 'https://reefguide.org/pix/thumb2/zebramoray5.jpg', 'https://reefguide.org/pix/thumb2/zebramoray1.jpg', 'https://reefguide.org/pix/thumb2/zebramoray2.jpg', 'https://reefguide.org/pix/thumb2/zebramoray3.jpg', 'https://reefguide.org/pix/thumb2/zebramoray6.jpg', 'https://reefguide.org/pix/thumb2/zebramoray7.jpg']",3 to 5 ft. (90 cm to 1.5 m)
Blotched Moray Eel,Uropterygius fasciolatus,https://reefguide.org/uropterygiusfasciolatus.html,Eels,3-50 ft. (1-15 m),"West Pacific, Indonesia","['https://reefguide.org/pix/thumb2/uropterygiusfasciolatus1.jpg', 'https://reefguide.org/pix/thumb2/uropterygiusfasciolatus2.jpg']",Up to 16 in. (40 cm)
Sharptail Eel,Myrichthys breviceps,https://reefguide.org/sharptaileel.html,Eels,5-40 ft. (2-12 m),"Caribbean, Bahamas, Florida, Bermuda, Gulf of Mexico","['https://reefguide.org/pix/thumb2/sharptaileel7.jpg', 'https://reefguide.org/pix/thumb2/sharptaileel2.jpg', 'https://reefguide.org/pix/thumb2/sharptaileel3.jpg', 'https://reefguide.org/pix/thumb2/sharptaileel4.jpg', 'https://reefguide.org/pix/thumb2/sharptaileel5.jpg', 'https://reefguide.org/pix/thumb2/sharptaileel6.jpg', 'https://reefguide.org/pix/thumb2/sharptaileel8.jpg', 'https://reefguide.org/pix/thumb2/sharptaileel1.jpg']",1 to 3 ft. (30 to 90 cm)
Goldspotted Eel,Myrichthys ocellatus,https://reefguide.org/goldspottedeel.html,Eels,5-40 ft. (2-12 m),"Caribbean, Bahamas, Florida, Bermuda, Gulf of Mexico","['https://reefguide.org/pix/thumb2/goldspottedeel1.jpg', 'https://reefguide.org/pix/thumb2/goldspottedeel2.jpg', 'https://reefguide.org/pix/thumb2/goldspottedeel3.jpg', 'https://reefguide.org/pix/thumb2/goldspottedeel4.jpg', 'https://reefguide.org/pix/thumb2/goldspottedeel5.jpg', 'https://reefguide.org/pix/thumb2/goldspottedeel6.jpg']",1 to 3 ft. (30 to 90 cm)
Saddled Snake Eel,Leiuranus semicinctus,https://reefguide.org/saddledsnakeeel.html,Eels,3-30 ft. (1-10 m),"Indo-Pacific, Hawaii, French Polynesia","['https://reefguide.org/pix/thumb2/saddledsnakeeel1.jpg', 'https://reefguide.org/pix/thumb2/saddledsnakeeel2.jpg', 'https://reefguide.org/pix/thumb2/saddledsnakeeel3.jpg', 'https://reefguide.org/pix/thumb2/saddledsnakeeel4.jpg']",Up to 2 ft. (60 cm)
Napoleon Snake Eel,Ophichthus bonaparti,https://reefguide.org/ophichthusbonaparti.html,Eels,15-80 ft. (5-25 m),"Indo-Pacific, Great Barrier Reef, French Polynesia","['https://reefguide.org/pix/thumb2/ophichthusbonaparti1.jpg', 'https://reefguide.org/pix/thumb2/ophichthusbonaparti2.jpg', 'https://reefguide.org/pix/thumb2/ophichthusbonaparti3.jpg']",Up to 2.5 ft (75 cm)
Black-Finned Snake Eel,Ophichthus altipennis,https://reefguide.org/blackfinedsnakeeel.html,Eels,6-40 ft. (2-12 m),"Indo-West Pacific, Australia, French Polynesia",['https://reefguide.org/pix/blackfinedsnakeeel1.jpg'],Up to 2.75 ft. (80 cm)
Stargazer Snake Eel,Brachysomophis cirrocheilos,https://reefguide.org/stargazersnakeeel.html,Eels,3-30 ft. (1-10 m),"Indo-West Pacific, Red Sea","['https://reefguide.org/pix/thumb2/stargazersnakeeel1.jpg', 'https://reefguide.org/pix/thumb2/stargazersnakeeel2.jpg']",Up to 4 ft (120 cm)
Freckled Snake Eel,Callechelys lutea,https://reefguide.org/callechelyslutea.html,Eels,10-60 ft. (3-18 m),Hawaii (Endemic),"['https://reefguide.org/pix/thumb2/callechelyslutea1.jpg', 'https://reefguide.org/pix/thumb2/callechelyslutea2.jpg', 'https://reefguide.org/pix/thumb2/callechelyslutea3.jpg']",Up to 3 ft (1 m)
Hawaiian Conger Eel,Conger marginatus,https://reefguide.org/congermarginatus.html,Eels,3-30 ft. (1-10 m),Hawaii (Endemic),['https://reefguide.org/pix/congermarginatus1.jpg'],Up to 4 ft. (120 cm)
Scheele's Conger Eel,Ariosoma scheelei,https://reefguide.org/ariosomascheelei.html,Eels,3-30 ft. (1-10 m),"Indo-West Pacific, Great Barrier Reef","['https://reefguide.org/pix/thumb2/ariosomascheelei1.jpg', 'https://reefguide.org/pix/thumb2/ariosomascheelei2.jpg']",Up to 8 in. (20 cm)
Brown Garden Eel,Heteroconger longissimus,https://reefguide.org/browngardeneel.html,Eels,15-200 ft. (5-60 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/browngardeneel3.jpg', 'https://reefguide.org/pix/thumb2/browngardeneel1.jpg', 'https://reefguide.org/pix/thumb2/browngardeneel2.jpg']",8 to 15 in. (20 to 38 cm)
Barnes Garden Eel,Gorgasia barnesi,https://reefguide.org/gorgasiabarnesi.html,Eels,40-140 ft. (12-43 m),Asian Pacific,"['https://reefguide.org/pix/thumb2/gorgasiabarnesi1.jpg', 'https://reefguide.org/pix/thumb2/gorgasiabarnesi2.jpg']",Up to 4 ft. (121 cm)
Spotted Garden Eel,Heteroconger hassi,https://reefguide.org/spottedgardeneel.html,Eels,15-150 ft. (5-45 m),"Indo-Pacific, Australia","['https://reefguide.org/pix/thumb2/spottedgardeneel1.jpg', 'https://reefguide.org/pix/thumb2/spottedgardeneel2.jpg', 'https://reefguide.org/pix/thumb2/spottedgardeneel3.jpg']",Up to 2 ft. (60 cm)
Taylor's Garden Eel,Heteroconger taylori,https://reefguide.org/heterocongertaylori.html,Eels,15-45 ft. (5-15 m),"Indonesia, Philippines, Papua New Guinea",['https://reefguide.org/pix/heterocongertaylori1.jpg'],Up to 20 in. (50 cm)
Banded Garden Eel,Heteroconger polyzona,https://reefguide.org/heterocongerpolyzona.html,Eels,3-30 ft. (1-10 m),"West Pacific, Indonesia","['https://reefguide.org/pix/thumb2/heterocongerpolyzona1.jpg', 'https://reefguide.org/pix/thumb2/heterocongerpolyzona2.jpg']",Up to 16 in. (40 cm)
Reef Manta Ray,Manta alfredi,https://reefguide.org/mantaalfredi.html,Sharks and Rays,0-40 ft. (0-12 m),"Indo-Pacific, Hawaii, Red Sea, French Polynesia","['https://reefguide.org/pix/thumb2/mantaalfredi3.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi4.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi5.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi6.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi7.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi1.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi2.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi8.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi9.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi10.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi11.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi12.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi13.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi14.jpg', 'https://reefguide.org/pix/thumb2/mantaalfredi15.jpg']",6 to 18 ft. (1.8 to 5.5 m)
Caribbean Whiptail Stingray,Himantura schmardae,https://reefguide.org/caribbeanwhiptailstingray.html,Sharks and Rays,1-20 ft. (0-6 m),Northwest Caribbean,"['https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray1.jpg', 'https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray2.jpg', 'https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray8.jpg', 'https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray4.jpg', 'https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray5.jpg', 'https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray6.jpg', 'https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray7.jpg', 'https://reefguide.org/pix/thumb2/caribbeanwhiptailstingray3.jpg']",2 to 4 ft. (60 to 120 cm)
Blue-Spotted Stingray,Neotrygon kuhlii,https://reefguide.org/bluespottedstingray.html,Sharks and Rays,3-250 ft. (1-75 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/bluespottedstingray1.jpg', 'https://reefguide.org/pix/thumb2/bluespottedstingray2.jpg', 'https://reefguide.org/pix/thumb2/bluespottedstingray3.jpg', 'https://reefguide.org/pix/thumb2/bluespottedstingray4.jpg', 'https://reefguide.org/pix/thumb2/bluespottedstingray5.jpg']",Up to 20 in. (50 cm)
Bluespotted Ribbontail Ray,Taeniura lymma,https://reefguide.org/taeniuralymma.html,Sharks and Rays,3-60 ft. (1-18 m),"Indo-West Pacific, Red Sea, Great Barrier Reef",['https://reefguide.org/pix/taeniuralymma1.jpg'],Up to 14 in. (25 cm)
Cowtail Stingray,Pastinachus sephen,https://reefguide.org/cowtailstingray.html,Sharks and Rays,3-60 ft. (1-18 m),"Indo-West Pacific, Red Sea, Great Barrier Reef","['https://reefguide.org/pix/thumb2/cowtailstingray1.jpg', 'https://reefguide.org/pix/thumb2/cowtailstingray2.jpg', 'https://reefguide.org/pix/thumb2/cowtailstingray3.jpg']",2 to 5 ft. (60 cm to 1.5 m)
Yellow Stingray,Urobatis jamaicensis,https://reefguide.org/yellowray.html,Sharks and Rays,2-80 ft. (1-25 m),"Caribbean, Bahamas, Florida, Gulf of Mexico","['https://reefguide.org/pix/thumb2/yellowray14.jpg', 'https://reefguide.org/pix/thumb2/yellowray4.jpg', 'https://reefguide.org/pix/thumb2/yellowray2.jpg', 'https://reefguide.org/pix/thumb2/yellowray7.jpg', 'https://reefguide.org/pix/thumb2/yellowray6.jpg', 'https://reefguide.org/pix/thumb2/yellowray9.jpg', 'https://reefguide.org/pix/thumb2/yellowray1.jpg', 'https://reefguide.org/pix/thumb2/yellowray3.jpg', 'https://reefguide.org/pix/thumb2/yellowray5.jpg', 'https://reefguide.org/pix/thumb2/yellowray8.jpg', 'https://reefguide.org/pix/thumb2/yellowray10.jpg', 'https://reefguide.org/pix/thumb2/yellowray11.jpg', 'https://reefguide.org/pix/thumb2/yellowray12.jpg', 'https://reefguide.org/pix/thumb2/yellowray13.jpg']",8 to 14 in. (20 to 35 cm)
Reef Stingray,Urobatis concentricus,https://reefguide.org/urobatisconcentricus.html,Sharks and Rays,3-100 ft. (1-30 m),"Gulf of California, Pacific Coast of Mexico","['https://reefguide.org/pix/thumb2/urobatisconcentricus1.jpg', 'https://reefguide.org/pix/thumb2/urobatisconcentricus2.jpg']",Up to 11 in. (28 cm)
Lesser Electric Ray,Narcine brasiliensis,https://reefguide.org/lesserray.html,Sharks and Rays,0-80 ft. (0-25 m),"Florida, Gulf of Mexico, Southern Caribbean, Brazil, Belize, Yucatan peninsula","['https://reefguide.org/pix/thumb2/lesserray6.jpg', 'https://reefguide.org/pix/thumb2/lesserray4.jpg', 'https://reefguide.org/pix/thumb2/lesserray5.jpg', 'https://reefguide.org/pix/thumb2/lesserray1.jpg', 'https://reefguide.org/pix/thumb2/lesserray3.jpg', 'https://reefguide.org/pix/thumb2/lesserray2.jpg']",10 to 18 in. (25 to 45 cm)
Caribbean Reef Shark,Carcharhinus perezii,https://reefguide.org/reefshark.html,Sharks and Rays,0-150 ft. (0-45 m),"Caribbean, Bahamas, Florida, Gulf of Mexico, Bermuda, Brazil","['https://reefguide.org/pix/thumb2/reefshark21.jpg', 'https://reefguide.org/pix/thumb2/reefshark22.jpg', 'https://reefguide.org/pix/thumb2/reefshark23.jpg', 'https://reefguide.org/pix/thumb2/reefshark24.jpg', 'https://reefguide.org/pix/thumb2/reefshark25.jpg', 'https://reefguide.org/pix/thumb2/reefshark26.jpg', 'https://reefguide.org/pix/thumb2/reefshark27.jpg', 'https://reefguide.org/pix/thumb2/reefshark28.jpg', 'https://reefguide.org/pix/thumb2/reefshark29.jpg', 'https://reefguide.org/pix/thumb2/reefshark10.jpg', 'https://reefguide.org/pix/thumb2/reefshark1.jpg', 'https://reefguide.org/pix/thumb2/reefshark6.jpg', 'https://reefguide.org/pix/thumb2/reefshark7.jpg', 'https://reefguide.org/pix/thumb2/reefshark8.jpg', 'https://reefguide.org/pix/thumb2/reefshark9.jpg', 'https://reefguide.org/pix/thumb2/reefshark5.jpg', 'https://reefguide.org/pix/thumb2/reefshark2.jpg', 'https://reefguide.org/pix/thumb2/reefshark3.jpg', 'https://reefguide.org/pix/thumb2/reefshark4.jpg', 'https://reefguide.org/pix/thumb2/reefshark11.jpg', 'https://reefguide.org/pix/thumb2/reefshark12.jpg', 'https://reefguide.org/pix/thumb2/reefshark13.jpg', 'https://reefguide.org/pix/thumb2/reefshark14.jpg', 'https://reefguide.org/pix/thumb2/reefshark15.jpg', 'https://reefguide.org/pix/thumb2/reefshark16.jpg', 'https://reefguide.org/pix/thumb2/reefshark17.jpg', 'https://reefguide.org/pix/thumb2/reefshark18.jpg', 'https://reefguide.org/pix/thumb2/reefshark19.jpg', 'https://reefguide.org/pix/thumb2/reefshark20.jpg']",5 to 10 ft. (1.5 to 3 m)
Gray Reef Shark,Carcharhinus amblyrhynchos,https://reefguide.org/greyreefshark.html,Sharks and Rays,10-250 ft. (3-75 m),"Indo-Pacific, Australia, Hawaii, French Polynesia","['https://reefguide.org/pix/thumb2/greyreefshark1.jpg', 'https://reefguide.org/pix/thumb2/greyreefshark2.jpg', 'https://reefguide.org/pix/thumb2/greyreefshark3.jpg', 'https://reefguide.org/pix/thumb2/greyreefshark4.jpg', 'https://reefguide.org/pix/thumb2/greyreefshark5.jpg', 'https://reefguide.org/pix/thumb2/greyreefshark6.jpg', 'https://reefguide.org/pix/thumb2/greyreefshark7.jpg']",Up to 7 ft. (2.2 m)
